,Date,Regular,Diesel
142,2023-01-18,3.82,5.3
143,2023-01-19,3.31,4.95
144,2023-01-20,3.51,3.87
145,2023-01-21,3.54,5.28
146,2023-01-22,3.54,4.19
147,2023-01-23,3.42,4.62
148,2023-01-24,3.72,3.79
149,2023-01-25,3.28,3.88
150,2023-01-26,3.76,5.31
151,2023-01-27,3.59,4.05
152,2023-01-28,3.6,5.08
153,2023-01-29,3.35,3.84
154,2023-01-30,3.51,4.68
155,2023-01-31,3.85,3.91
156,2023-02-01,3.42,5.28
157,2023-02-02,3.89,3.87
158,2023-02-03,3.85,4.65
159,2023-02-04,3.65,4.68
160,2023-02-05,3.13,4.35
161,2023-02-06,3.47,4.62
162,2023-02-07,3.89,3.87
163,2023-02-08,3.26,4.02
164,2023-02-09,3.6,4.1
165,2023-02-10,3.51,3.88
166,2023-02-11,3.45,3.75
167,2023-02-12,3.41,4.92
168,2023-02-13,3.42,4.55
169,2023-02-14,3.54,4.35
170,2023-02-15,3.61,5.3
171,2023-02-16,3.58,4.34
172,2023-02-17,3.89,4.02
173,2023-02-18,3.62,3.84
174,2023-02-19,3.67,4.87
175,2023-02-20,3.41,4.49
176,2023-02-21,3.6,3.86
177,2023-02-22,3.54,4.05
178,2023-02-23,3.53,3.95
179,2023-02-24,3.51,4.4
180,2023-02-25,3.59,3.79
181,2023-02-26,3.5,3.84
182,2023-02-27,3.37,4.41
183,2023-02-28,3.42,4.57
184,2023-03-01,3.65,5.36
185,2023-03-02,3.61,4.03
186,2023-03-03,3.15,5.06
187,2023-03-04,3.47,4.62
188,2023-03-05,3.51,5.34
189,2023-03-06,3.41,4.38
190,2023-03-07,3.47,4.19
191,2023-03-08,3.58,4.65
192,2023-03-09,3.47,3.84
193,2023-03-10,3.72,4.58
194,2023-03-11,3.11,4.1
195,2023-03-12,3.51,4.01
196,2023-03-13,3.47,4.34
197,2023-03-14,3.92,4.57
198,2023-03-15,3.53,5.33
199,2023-03-16,3.51,3.95
200,2023-03-17,3.53,3.97
201,2023-03-18,3.54,3.87
202,2023-03-19,3.61,3.98
203,2023-03-20,3.44,4.29
204,2023-03-21,3.79,4.68
205,2023-03-22,3.66,4.11
206,2023-03-23,3.65,5.22
207,2023-03-24,3.65,4.62
208,2023-03-25,3.81,4.17
209,2023-03-26,3.11,5.34
210,2023-03-27,3.44,4.24
211,2023-03-28,3.53,4.4
212,2023-03-29,3.54,3.91
213,2023-03-30,3.89,3.95
214,2023-03-31,3.41,4.03
215,2023-04-01,3.45,3.79
216,2023-04-02,3.6,4.87
217,2023-04-03,3.51,4.2
218,2023-04-04,3.41,5.34
219,2023-04-05,3.08,3.88
220,2023-04-06,3.49,3.87
221,2023-04-07,3.54,3.87
222,2023-04-08,3.82,4.58
223,2023-04-09,3.54,3.84
224,2023-04-10,3.6,4.2
225,2023-04-11,3.55,3.79
226,2023-04-12,3.35,4.58
227,2023-04-13,3.49,3.87
228,2023-04-14,3.79,3.83
229,2023-04-15,3.82,4.04
230,2023-04-16,3.6,4.03
231,2023-04-17,3.67,4.2
232,2023-04-18,3.28,5.06
233,2023-04-19,3.08,3.84
234,2023-04-20,3.59,3.92
235,2023-04-21,3.63,4.04
236,2023-04-22,3.14,3.98
237,2023-04-23,3.54,4.2
238,2023-04-24,3.67,4.17
239,2023-04-25,3.37,3.91
240,2023-04-26,3.08,3.84
241,2023-04-27,3.07,3.85
242,2023-04-28,3.4,4.11
243,2023-04-29,3.44,4.68
244,2023-04-30,3.87,4.57
245,2023-05-01,3.61,4.11
246,2023-05-02,3.6,3.79
247,2023-05-03,3.87,4.62
248,2023-05-04,3.59,4.58
249,2023-05-05,3.81,5.3
250,2023-05-06,3.41,4.57
251,2023-05-07,3.11,4.58
252,2023-05-08,3.54,4.05
253,2023-05-09,3.1,4.0
254,2023-05-10,3.5,3.92
255,2023-05-11,3.65,4.38
256,2023-05-12,3.82,4.55
257,2023-05-13,3.68,4.6
258,2023-05-14,3.77,4.1
259,2023-05-15,3.54,4.01
260,2023-05-16,3.53,3.92
261,2023-05-17,3.68,4.19
262,2023-05-18,3.47,4.6
263,2023-05-19,3.88,4.2
264,2023-05-20,3.51,4.02
265,2023-05-21,3.83,4.0
266,2023-05-22,3.54,3.98
267,2023-05-23,3.85,3.91
268,2023-05-24,3.44,5.06
269,2023-05-25,3.45,4.58
270,2023-05-26,3.66,4.92
271,2023-05-27,3.61,5.36
272,2023-05-28,3.6,4.29
273,2023-05-29,3.58,3.95
274,2023-05-30,3.47,3.91
275,2023-05-31,3.41,4.41
276,2023-06-01,3.59,4.41
277,2023-06-02,3.44,4.47
278,2023-06-03,3.77,3.79
279,2023-06-04,3.11,4.02
280,2023-06-05,3.55,3.92
281,2023-06-06,3.08,3.79
282,2023-06-07,3.35,4.5
283,2023-06-08,3.54,4.0
284,2023-06-09,3.15,4.07
285,2023-06-10,3.44,4.05
286,2023-06-11,3.54,4.87
287,2023-06-12,3.59,3.91
288,2023-06-13,3.73,4.05
289,2023-06-14,3.62,5.3
290,2023-06-15,3.83,3.9
291,2023-06-16,3.07,4.28
292,2023-06-17,3.41,4.1
293,2023-06-18,3.54,4.1
294,2023-06-19,3.58,3.87
295,2023-06-20,3.28,5.3
296,2023-06-21,3.62,4.68
297,2023-06-22,3.73,4.9
298,2023-06-23,3.58,4.01
299,2023-06-24,3.65,4.77
300,2023-06-25,3.55,4.77
301,2023-06-26,3.57,3.88
302,2023-06-27,3.58,4.24
303,2023-06-28,3.89,4.41
304,2023-06-29,3.37,4.87
305,2023-06-30,3.82,3.9
306,2023-07-01,3.57,4.6
307,2023-07-02,3.13,3.87
308,2023-07-03,3.54,3.84
309,2023-07-04,3.07,3.73
310,2023-07-05,3.31,4.23
311,2023-07-06,3.11,4.17
312,2023-07-07,3.35,5.31
313,2023-07-08,3.88,3.91
314,2023-07-09,3.7,4.05
315,2023-07-10,3.54,3.84
316,2023-07-11,3.35,5.28
317,2023-07-12,3.42,5.22
318,2023-07-13,3.51,3.79
319,2023-07-14,3.54,5.3
320,2023-07-15,3.45,4.41
321,2023-07-16,3.62,4.87
322,2023-07-17,3.57,3.84
323,2023-07-18,3.6,4.2
324,2023-07-19,3.07,4.45
325,2023-07-20,3.55,4.92
326,2023-07-21,3.57,4.51
327,2023-07-22,3.51,4.95
328,2023-07-23,3.68,3.84
329,2023-07-24,3.6,3.88
330,2023-07-25,3.61,3.85
331,2023-07-26,3.08,4.28
332,2023-07-27,3.54,3.91
333,2023-07-28,3.58,4.05
334,2023-07-29,3.82,5.06
335,2023-07-30,3.44,3.7
336,2023-07-31,3.76,4.04
337,2023-08-01,3.81,4.87
338,2023-08-02,3.07,4.23
339,2023-08-03,3.4,4.45
340,2023-08-04,3.55,4.68
341,2023-08-05,3.63,3.86
342,2023-08-06,3.53,4.48
343,2023-08-07,3.83,4.19
344,2023-08-08,3.55,3.84
345,2023-08-09,3.26,3.83
346,2023-08-10,3.81,3.87
347,2023-08-11,3.47,3.86
348,2023-08-12,3.35,3.92
349,2023-08-13,3.11,4.2
350,2023-08-14,3.85,4.31
351,2023-08-15,3.77,3.97
352,2023-08-16,3.79,3.98
353,2023-08-17,3.08,4.04
354,2023-08-18,3.2,3.92
355,2023-08-19,3.54,4.68
356,2023-08-20,3.26,3.8
357,2023-08-21,3.87,4.35
358,2023-08-22,3.83,5.3
359,2023-08-23,3.55,5.06
360,2023-08-24,3.15,4.29
361,2023-08-25,3.54,4.17
362,2023-08-26,3.59,4.1
363,2023-08-27,3.76,3.91
364,2023-08-28,3.82,4.38
365,2023-08-29,3.52,5.36
366,2023-08-30,3.85,4.03
367,2023-08-31,3.37,4.01
368,2023-09-01,3.83,4.35
369,2023-09-02,3.53,4.58
370,2023-09-03,3.6,4.87
371,2023-09-04,3.81,4.45
372,2023-09-05,3.24,4.03
373,2023-09-06,3.8,4.48
374,2023-09-07,3.13,4.45
375,2023-09-08,3.35,4.04
376,2023-09-09,3.58,4.19
377,2023-09-10,3.85,3.83
378,2023-09-11,3.83,4.48
379,2023-09-12,3.47,4.49
380,2023-09-13,3.07,4.17
381,2023-09-14,3.22,5.36
382,2023-09-15,3.77,5.36
383,2023-09-16,3.45,4.5
384,2023-09-17,3.51,4.55
385,2023-09-18,3.88,4.58
386,2023-09-19,3.26,4.02
387,2023-09-20,3.54,4.35
388,2023-09-21,3.11,5.06
389,2023-09-22,3.53,3.91
390,2023-09-23,3.35,3.93
391,2023-09-24,3.66,4.58
392,2023-09-25,3.85,4.57
393,2023-09-26,3.26,4.4
394,2023-09-27,3.66,4.03
395,2023-09-28,3.62,4.92
396,2023-09-29,3.8,4.77
397,2023-09-30,3.54,5.07
398,2023-10-01,3.67,3.88
399,2023-10-02,3.81,4.58
400,2023-10-03,3.47,4.04
401,2023-10-04,3.81,4.01
402,2023-10-05,3.76,4.0
403,2023-10-06,3.7,4.04
404,2023-10-07,3.45,3.84
405,2023-10-08,3.24,3.93
406,2023-10-09,3.7,4.51
407,2023-10-10,3.28,4.92
408,2023-10-11,3.63,4.03
409,2023-10-12,3.55,4.62
410,2023-10-13,3.37,4.35
411,2023-10-14,3.26,4.04
412,2023-10-15,3.6,3.83
413,2023-10-16,3.6,4.46
414,2023-10-17,3.54,4.03
415,2023-10-18,3.4,4.03
416,2023-10-19,3.85,4.02
417,2023-10-20,3.79,4.28
418,2023-10-21,3.59,4.49
419,2023-10-22,3.77,4.35
420,2023-10-23,3.55,4.5
421,2023-10-24,3.1,5.36
422,2023-10-25,3.1,3.91
423,2023-10-26,3.5,4.11
424,2023-10-27,3.42,3.95
425,2023-10-28,3.47,3.73
426,2023-10-29,3.45,4.04
427,2023-10-30,3.49,4.47
428,2023-10-31,3.65,4.24
429,2023-11-01,3.22,3.84
430,2023-11-02,3.61,3.9
431,2023-11-03,3.6,3.88
432,2023-11-04,3.73,4.38
433,2023-11-05,3.4,4.95
434,2023-11-06,3.42,4.4
435,2023-11-07,3.82,4.77
436,2023-11-08,3.83,4.2
437,2023-11-09,3.31,3.84
438,2023-11-10,3.67,4.5
439,2023-11-11,3.44,3.93
440,2023-11-12,3.55,3.79
441,2023-11-13,3.37,4.35
442,2023-11-14,3.57,4.58
443,2023-11-15,3.61,4.1
444,2023-11-16,3.45,5.36
445,2023-11-17,3.81,4.68
446,2023-11-18,3.58,3.77
447,2023-11-19,3.49,4.02
448,2023-11-20,3.31,4.28
449,2023-11-21,3.24,3.79
450,2023-11-22,3.47,5.06
451,2023-11-23,3.57,4.35
452,2023-11-24,3.85,4.87
453,2023-11-25,3.63,4.92
454,2023-11-26,3.87,3.93
455,2023-11-27,3.25,4.23
456,2023-11-28,3.55,4.35
457,2023-11-29,3.92,4.35
458,2023-11-30,3.8,4.58
459,2023-12-01,3.89,3.91
460,2023-12-02,3.28,5.36
461,2023-12-03,3.53,4.2
462,2023-12-04,3.24,4.19
463,2023-12-05,3.07,4.02
464,2023-12-06,3.66,4.95
465,2023-12-07,3.58,3.91
466,2023-12-08,3.85,4.19
467,2023-12-09,3.08,4.65
468,2023-12-10,3.72,4.48
469,2023-12-11,3.15,4.1
470,2023-12-12,3.47,3.87
471,2023-12-13,3.72,4.04
472,2023-12-14,3.85,5.34
473,2023-12-15,3.11,4.6
474,2023-12-16,3.28,4.1
475,2023-12-17,3.47,3.79
476,2023-12-18,3.07,4.01
477,2023-12-19,3.77,4.68
478,2023-12-20,3.68,4.2
479,2023-12-21,3.1,4.02
480,2023-12-22,3.67,3.84
481,2023-12-23,3.79,4.2
482,2023-12-24,3.14,3.86
483,2023-12-25,3.13,4.02
484,2023-12-26,3.28,4.46
485,2023-12-27,3.37,4.45
486,2023-12-28,3.51,3.83
487,2023-12-29,3.81,3.93
488,2023-12-30,3.47,4.02
489,2023-12-31,3.31,4.07
490,2024-01-01,3.11,3.98
491,2024-01-02,3.59,3.93
492,2024-01-03,3.31,3.79
493,2024-01-04,3.44,4.46
494,2024-01-05,3.89,4.19
495,2024-01-06,3.58,3.75
496,2024-01-07,3.76,4.68
497,2024-01-08,3.08,3.95
498,2024-01-09,3.76,3.84
499,2024-01-10,3.35,4.29
500,2024-01-11,3.26,5.06
501,2024-01-12,3.22,4.62
502,2024-01-13,3.6,4.58
503,2024-01-14,3.45,3.88
504,2024-01-15,3.07,3.92
505,2024-01-16,3.88,4.11
506,2024-01-17,3.57,5.36
507,2024-01-18,3.24,5.31
508,2024-01-19,3.51,3.87
509,2024-01-20,3.73,4.04
510,2024-01-21,3.66,4.19
511,2024-01-22,3.08,3.91
512,2024-01-23,3.42,3.84
513,2024-01-24,3.07,4.35
514,2024-01-25,3.26,4.03
515,2024-01-26,3.47,3.97
516,2024-01-27,3.79,4.19
517,2024-01-28,3.25,3.93
518,2024-01-29,3.11,3.91
519,2024-01-30,3.72,4.35
520,2024-01-31,3.92,4.04
521,2024-02-01,3.13,3.84
522,2024-02-02,3.42,4.11
523,2024-02-03,3.25,4.9
524,2024-02-04,3.53,4.01
525,2024-02-05,3.15,3.93
526,2024-02-06,3.37,4.11
527,2024-02-07,3.45,3.86
528,2024-02-08,3.54,4.35
529,2024-02-09,3.59,4.77
530,2024-02-10,3.63,4.47
531,2024-02-11,3.6,4.49
532,2024-02-12,3.2,4.0
533,2024-02-13,3.31,4.03
534,2024-02-14,3.58,3.75
535,2024-02-15,3.24,4.05
536,2024-02-16,3.54,4.68
537,2024-02-17,3.6,3.7
538,2024-02-18,3.55,3.98
539,2024-02-19,3.28,4.1
540,2024-02-20,3.85,4.68
541,2024-02-21,3.58,3.79
542,2024-02-22,3.4,4.65
543,2024-02-23,3.55,5.33
544,2024-02-24,3.73,4.2
545,2024-02-25,3.5,4.01
546,2024-02-26,3.26,4.07
547,2024-02-27,3.07,5.33
548,2024-02-28,3.24,4.4
549,2024-02-29,3.44,3.79
550,2024-03-01,3.65,5.06
551,2024-03-02,3.59,3.92
552,2024-03-03,3.81,3.91
553,2024-03-04,3.35,4.05
554,2024-03-05,3.58,3.84
555,2024-03-06,3.15,5.33
556,2024-03-07,3.44,4.1
557,2024-03-08,3.42,4.28
558,2024-03-09,3.92,4.68
559,2024-03-10,3.81,4.1
560,2024-03-11,3.4,4.03
561,2024-03-12,3.45,4.62
562,2024-03-13,3.54,4.07
563,2024-03-14,3.92,4.95
564,2024-03-15,3.45,3.84
565,2024-03-16,3.76,4.57
566,2024-03-17,3.68,4.35
567,2024-03-18,3.47,4.03
568,2024-03-19,3.53,4.58
569,2024-03-20,3.47,5.07
570,2024-03-21,3.13,4.57
571,2024-03-22,3.54,4.51
572,2024-03-23,3.44,4.1
573,2024-03-24,3.15,4.0
574,2024-03-25,3.53,4.04
575,2024-03-26,3.07,4.04
576,2024-03-27,3.61,4.77
577,2024-03-28,3.61,4.03
578,2024-03-29,3.66,4.68
579,2024-03-30,3.73,4.2
580,2024-03-31,3.51,3.7
581,2024-04-01,3.54,4.02
582,2024-04-02,3.1,3.79
583,2024-04-03,3.07,4.58
584,2024-04-04,3.47,4.04
585,2024-04-05,3.42,4.62
586,2024-04-06,3.65,4.45
587,2024-04-07,3.54,4.38
588,2024-04-08,3.6,4.04
589,2024-04-09,3.58,4.38
590,2024-04-10,3.28,4.23
591,2024-04-11,3.67,4.4
592,2024-04-12,3.92,3.83
593,2024-04-13,3.55,4.04
594,2024-04-14,3.35,4.03
595,2024-04-15,3.63,4.04
596,2024-04-16,3.66,5.3
597,2024-04-17,3.45,4.03
598,2024-04-18,3.85,4.29
599,2024-04-19,3.35,3.88
600,2024-04-20,3.54,4.04
601,2024-04-21,3.58,3.77
602,2024-04-22,3.68,4.03
603,2024-04-23,3.67,4.0
604,2024-04-24,3.89,4.35
605,2024-04-25,3.49,4.23
606,2024-04-26,3.53,3.8
607,2024-04-27,3.72,4.68
608,2024-04-28,3.15,5.34
609,2024-04-29,3.66,4.0
610,2024-04-30,3.42,4.68
611,2024-05-01,3.68,4.04
612,2024-05-02,3.47,3.81
613,2024-05-03,3.66,5.28
614,2024-05-04,3.08,3.98
615,2024-05-05,3.07,4.19
616,2024-05-06,3.65,3.97
617,2024-05-07,3.45,4.2
618,2024-05-08,3.28,4.58
619,2024-05-09,3.53,3.87
620,2024-05-10,3.08,3.87
621,2024-05-11,3.5,4.38
622,2024-05-12,3.73,4.87
623,2024-05-13,3.62,3.93
624,2024-05-14,3.67,3.88
625,2024-05-15,3.76,4.95
626,2024-05-16,3.6,4.23
627,2024-05-17,3.31,4.51
628,2024-05-18,3.41,4.19
629,2024-05-19,3.73,4.34
630,2024-05-20,3.59,3.9
631,2024-05-21,3.61,4.77
632,2024-05-22,3.76,4.2
633,2024-05-23,3.83,4.4
634,2024-05-24,3.47,4.55
635,2024-05-25,3.62,3.98
636,2024-05-26,3.7,4.95
637,2024-05-27,3.59,3.87
638,2024-05-28,3.87,4.41
639,2024-05-29,3.54,4.28
640,2024-05-30,3.6,3.84
641,2024-05-31,3.37,4.23
642,2024-06-01,3.81,5.06
643,2024-06-02,3.76,3.8
644,2024-06-03,3.53,3.85
645,2024-06-04,3.54,4.38
646,2024-06-05,3.1,4.68
647,2024-06-06,3.81,4.19
648,2024-06-07,3.79,3.7
649,2024-06-08,3.68,3.75
650,2024-06-09,3.51,3.79
651,2024-06-10,3.45,3.79
652,2024-06-11,3.28,3.7
653,2024-06-12,3.83,4.58
654,2024-06-13,3.35,3.92
655,2024-06-14,3.42,3.84
656,2024-06-15,3.58,4.58
657,2024-06-16,3.55,3.73
658,2024-06-17,3.45,3.77
659,2024-06-18,3.31,3.84
660,2024-06-19,3.35,4.92
661,2024-06-20,3.66,3.9
662,2024-06-21,3.37,3.77
663,2024-06-22,3.85,3.83
664,2024-06-23,3.92,4.29
665,2024-06-24,3.45,3.79
666,2024-06-25,3.63,3.77
667,2024-06-26,3.8,4.57
668,2024-06-27,3.51,3.81
669,2024-06-28,3.85,4.6
670,2024-06-29,3.42,4.05
671,2024-06-30,3.42,4.17
672,2024-07-01,3.49,3.8
673,2024-07-02,3.45,4.03
674,2024-07-03,3.28,4.68
675,2024-07-04,3.4,3.84
676,2024-07-05,3.08,3.84
677,2024-07-06,3.42,4.17
678,2024-07-07,3.15,3.92
679,2024-07-08,3.51,3.84
680,2024-07-09,3.44,4.29
681,2024-07-10,3.66,4.34
682,2024-07-11,3.92,4.9
683,2024-07-12,3.07,4.5
684,2024-07-13,3.51,4.1
685,2024-07-14,3.87,3.95
686,2024-07-15,3.52,3.86
687,2024-07-16,3.73,3.87
688,2024-07-17,3.55,4.29
689,2024-07-18,3.35,4.19
690,2024-07-19,3.73,3.88
691,2024-07-20,3.54,4.46
692,2024-07-21,3.15,3.79
693,2024-07-22,3.5,3.83
694,2024-07-23,3.13,4.2
695,2024-07-24,3.59,3.77
696,2024-07-25,3.44,3.81
697,2024-07-26,3.42,3.88
698,2024-07-27,3.51,4.17
699,2024-07-28,3.61,4.4
700,2024-07-29,3.51,3.81
701,2024-07-30,3.47,3.79
702,2024-07-31,3.79,5.33
703,2024-08-01,3.85,4.11
704,2024-08-02,3.85,4.38
705,2024-08-03,3.51,3.84
706,2024-08-04,3.67,4.38
707,2024-08-05,3.47,3.79
708,2024-08-06,3.28,4.62
709,2024-08-07,3.81,4.47
710,2024-08-08,3.85,3.95
711,2024-08-09,3.47,3.91
712,2024-08-10,3.85,5.01
713,2024-08-11,3.58,3.87
714,2024-08-12,3.44,3.75
715,2024-08-13,3.73,3.95
716,2024-08-14,3.79,5.33
717,2024-08-15,3.44,4.2
718,2024-08-16,3.68,4.2
719,2024-08-17,3.51,3.92
720,2024-08-18,3.92,4.41
721,2024-08-19,3.41,3.73
722,2024-08-20,3.53,5.01
723,2024-08-21,3.82,4.2
724,2024-08-22,3.83,3.73
725,2024-08-23,3.67,4.9
726,2024-08-24,3.88,3.98
727,2024-08-25,3.37,3.88
728,2024-08-26,3.35,3.7
729,2024-08-27,3.73,3.84
730,2024-08-28,3.28,3.95
731,2024-08-29,3.42,4.17
732,2024-08-30,3.59,3.93
733,2024-08-31,3.49,4.0
734,2024-09-01,3.28,4.5
735,2024-09-02,3.51,4.04
